title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python 开发工程师,长沙,python,本科,经验不限,"[""\u540e\u7aef"", ""Python""]","[15000, 30000]",14薪,"[""\u52a0\u73ed\u8865\u52a9"", ""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u80a1\u7968\u671f\u6743"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5b9a\u671f\u4f53\u68c0""]",HR,左先生,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/1ba5ccb9535a8bef1XB80t20EVNX.html?lid=2EiioDVI1xx.search.6&securityId=0kfm_6g9CGW2V-01wHTSm2-KctJeJDIKzZheYLsGWpNCTrHHaiQhdVsgQ9G4GZrKD6yxU8aKRH8byeU_VVpUlD5VGdFBpco75r4A_3Nh6kx0nFc~&sessionId=,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html,岳麓区
python 中级研发,北京,python,本科,经验不限,"[""Python"", ""Flask"", ""Django"", ""MySQL"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c""]","[15000, 25000]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u7ee9\u6548\u5956\u91d1"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u9910\u8865"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743""]",招聘主管,李先生,0,雾旗科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",信息安全,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/8097c85c828db8741HF73tS5ElpQ.html?lid=2EiioDVI1xx.search.7&securityId=CMHJDdmskBo7Y-h1KNsmdRncIS1qzwryrz-Xi4MzCXj5ljNILVLnhJTeL0r_mC38u44gwQPR2NkEsJsCmHbeOx3_fyiNe8BhQnjFsB2rEoitW-dEMBa0B5bIuks-a7DWunfsCtTTApe7x_eY9duG-Yw~&sessionId=,https://www.zhipin.com/gongsi/d76fd072776d1fa71HB52N2-FlY~.html,海淀区
python 教师,株洲,python,大专,经验不限,"[""\u4eba\u5de5\u667a\u80fd"", ""\u52a8\u753b\u52a8\u6f2b"", ""\u673a\u5668\u4eba""]","[5000, 8000]",0薪,"[""\u80a1\u7968\u671f\u6743"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5168\u52e4\u5956"", ""\u8282\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1""]",教学主管,丁女士,0,株洲昕芒,"https://img.bosszhipin.com/beijin/upload/com/logo/20190908/cae16aeb72edc47bf31702aaa7ba7924c691727ff0829634fe55e4ee398292f5.jpg?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/fbb915ea8f21cd4b1nZ93dm6FlRQ.html?lid=2EiioDVI1xx.search.8&securityId=sayFrh-IM9HAU-q1Ku_hdoGlDNBTW_cwRA-pGJ2UW9GGqg7DUSRKdW3ngqM3j0dVkHfsHMs7ksSZZZlQxA17-Mu64_XpO2BSHRGbCEPKRxTzwf-NQ-E~&sessionId=,https://www.zhipin.com/gongsi/68e3db4bad8b900b0nN80tq6FQ~~.html,天元区
Python C++开发,淄博,python,本科,经验不限,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[3000, 5000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1""]",consultant,于女士,0,里丰科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230425/7bf6f160950405e983686a8e99ed853a7ac9a03750c744e52c27fb1d9b83e3f83345cc3ba7ab1eb7.jpg?x-oss-process=image/resize,w_100,limit_0",电力/热力/燃气/水利,未融资,"[20, 99]",https://www.zhipin.com/job_detail/0c8a1f8aeb623f4b1Xd93tS4GVRX.html?lid=2EiioDVI1xx.search.9&securityId=En9fePYW2DIF8-p1Yiz8w987BqAL5ExnRqOlviq_nSl66gTWSEIS-utN08SCKCztehD2873M9fEkzQRrB1j06QVMmypigPIs1q0cukgZtZYfirLJaQ~~&sessionId=,https://www.zhipin.com/gongsi/567f1ccbcf02ea6a1XV62d21FVQ~.html,张店区
python 工程师,北京,python,本科,1-3年,"[""python""]","[8000, 13000]",0薪,无,HR,谢先生,0,MISSHOP,"https://img.bosszhipin.com/beijin/mcs/banner/20180310/0f2ef5140160425fd989d87ead17cc9d33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/737749914db2c6221XV53ti9EVtT.html?lid=2EiioDVI1xx.search.10&securityId=BGMyueESu3kNI-r1AVq9657yw22mCWl5qL6cWv_eoblpYJbCsIOX60iUCg1BGcxhdfCdNcwSkJdPhUWpG30-n6O0u-RDH7-x-4K55Kl7OVT4BrZgaNA2&sessionId=,https://www.zhipin.com/gongsi/4812215901607f1b1nBy2Nu9GFM~.html,海淀区
python 后端开发,武汉,python,学历不限,经验不限,"[""\u540e\u7aef"", ""Python""]","[10000, 15000]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u52a0\u73ed\u8865\u52a9"", ""\u610f\u5916\u9669"", ""\u4ea4\u901a\u8865\u52a9"", ""\u751f\u65e5\u798f\u5229"", ""\u7ed3\u5a5a\u751f\u5b50\u793c\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u901a\u8baf\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u8d85\u957f\u5e74\u504715\u5929"", ""\u514d\u8d39\u6587\u5316\u886b"", ""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229""]",人力经理,李女士,0,极验,"https://img.bosszhipin.com/beijin/mcs/bar/20191216/88ad1ead57d84dc1876bc2c98022e2debe1bd4a3bd2a63f070bdbdada9aad826.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,B轮,"[100, 499]",https://www.zhipin.com/job_detail/5e1d7d9c4f72c9b71HR-3t--GVRW.html?lid=2EiioDVI1xx.search.11&securityId=3z0Cuno8JE0bj-m1lsWMMAfWLec73eIkKXQBS75GmXe3NE_0GxoE-J_VsXlhthyxmbKkkAoJhFSm0W9oJCOekshBpOMs-_JBcqswRTaDn0tXjdMt&sessionId=,https://www.zhipin.com/gongsi/726e816390f84c021XB_3dU~.html,硚口区
Python 开发工程师,北京,python,本科,1-3年,"[""NoSQL"", ""\u5927\u6570\u636e"", ""\u641c\u7d22\u5f15\u64ce\u6280\u672f"", ""MySQL"", ""\u4eba\u5de5\u667a\u80fd""]","[12000, 20000]",0薪,"[""\u80a1\u7968\u671f\u6743"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",招聘者,张先生,0,脉讯在线,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170719/9c67567ab8765153bf7fd615be33a7d23e2e26ad281f92431571d608502abd79.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,A轮,"[20, 99]",https://www.zhipin.com/job_detail/10f3f7132a47e8421nVz3dq1GVNQ.html?lid=2EiioDVI1xx.search.12&securityId=ye84sdNsOKhdv-Y12O5_6VCZRoCjYQd117A2c0NL48pXOA1_g4O6_s6h8zj6x6MEoH-WHkjjNwlEPBSqp_Y6ceJzvbMfGIHto9mpu-N1u8g4E5_Ayw~~&sessionId=,https://www.zhipin.com/gongsi/5fea5775e8bdb28e33d629q1.html,海淀区
Python WEB开发,上海,python,本科,1-3年,"[""Python"", ""Redis"", ""MySQL"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u641c\u7d22\u5f15\u64ce\u6280\u672f"", """", """"]","[8000, 12000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",经理,尹女士,0,麦开信息,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/0004f592ce1981ab1nZ709i5GVtT.html?lid=2EiioDVI1xx.search.13&securityId=WCn6FXDUdA9TU-i1LvXEvGJOzTtSw9dQGftnnid9OXA909KYJSDDOpyanNbzPxUQvDxTL2kE9lFY70tq9niC8HxIcpJ37Xadb6GZhp9uwZsU_cRtAg~~&sessionId=,https://www.zhipin.com/gongsi/0785f114b190ca941XNy2tm1Fg~~.html,徐汇区
高级 Python 工程师,廊坊,python,本科,5-10年,"[""Python"", ""\u6d41\u7a0b\u81ea\u52a8\u5316"", ""RPA""]","[15000, 30000]",13薪,"[""\u8282\u65e5\u798f\u5229"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u9910\u8865"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4e94\u9669\u4e00\u91d1""]",IT赋能群架构师,张先生,0,新奥新智科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211105/7bf6f160950405e900a7e734cb0cf8f3045279f1534cb1592fb833eba78f8e72fe4ef698c9f218dc.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/adb4e0c000ca24e81nJ529S-FVdQ.html?lid=2EiioDVI1xx.search.14&securityId=pvcq_DKUcsp2M-416rSSayJK9uhovJMEqJQ2jn0uWI5-lRkf4gTsidn6An6z6bllcMnlv3h1Dl21yjp0P5_wIIhLr-ImUXp8xdEr6rEH4BEAUtdPxpM~&sessionId=,https://www.zhipin.com/gongsi/e960089658c6be041nxz292-GFo~.html,广阳区
Python 、Java、Go 中级工程师,北京,python,本科,1-3年,"[""Java"", ""Python"", ""GO""]","[15000, 22000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229""]",Python 工程师,张先生,0,Veritas,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161019/a39c3fd75e95300a1616913c0c4188c0d72189bb62a4e392673328bb01e4072f.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/384c95ab825eac8603Z-29-9FlE~.html?lid=2EiioDVI1xx.search.15&securityId=e33zAN6QL37Wa-f1r2mcJw4tb1BjfVtJxd7bhPNYWd4eZPeFxVDRDqGVtOOXGALGY-gHXhNUZTLkBTAyR89mpIaqTnY4oP9kqSzpeB2KbahzSA~~&sessionId=,https://www.zhipin.com/gongsi/8a6dea8e3e856f371HV63ti9.html,海淀区
PYTHON 后端工程师,北京,python,本科,1-3年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c""]","[15000, 25000]",15薪,"[""\u5de5\u9f84\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u52a0\u73ed\u8865\u52a9"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u80a1\u7968\u671f\u6743"", ""\u610f\u5916\u9669"", ""\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u7ee9\u6548\u5956\u91d1"", ""\u591c\u73ed\u8865\u52a9"", ""\u5e74\u7ec8\u5956"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5168\u52e4\u5956""]",产品经理,申先生,0,万能青年,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230608/7bf6f160950405e928abfec66254fcdcfd527ae4bc56e67a3f9207f8f8e5cc7faba06be7843b2171.png?x-oss-process=image/resize,w_100,limit_0",游戏,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/75503086dc8d43b71X162d--FlRQ.html?lid=2EiioDVI1xx.search.16&securityId=MdH8oW3ppEVuu-51wisPJ-jZRCBtPXuK-TX9dbheAM-Q1aSAGavTaOcTgbFpmgmuxa66lVYK8bT1AHGuu0RZK105VCmp66FKDJ0kgBc3EoQyoKGZXCTv&sessionId=,https://www.zhipin.com/gongsi/f159383770868f681XNy2d-6FlI~.html,朝阳区
Python 初级开发工程师,北京,python,大专,1-3年,"[""\u5bb9\u5668\u6280\u672f"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Django"", ""Flask""]","[8000, 12000]",0薪,无,招聘者,宋先生,0,巨锝数据,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170822/a5611b32e32b7c11e0ad86df6794e8b8cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,未融资,"[0, 20]",https://www.zhipin.com/job_detail/94f163bc8bb032801XZ409W5EFdX.html?lid=2EiioDVI1xx.search.17&securityId=ZnhG9HSK1TKFN-E1UH4dbmtmegIwCqJAzKMmFTMZmGK684YNsdsPppDYmEz0UpMehhJtaItxkqpqGM90uN0KtSqGK4N603-zEiR19H1oz-jC-FS5&sessionId=,https://www.zhipin.com/gongsi/328929e483102a6e3nN629i1.html,朝阳区
Python 开发工程师,上海,python,本科,3-5年,"[""Python"", ""Pandas"", ""Numpy"", ""Flask"", ""MySQL"", """"]","[15000, 23000]",14薪,"[""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",CEO,陈先生,0,TacFinTech,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160926/6ec397a9221ada590836d344b02610759c62688ccb4b9f2d532c7b88d2987bb5.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/da0ba0187aa4e1011HF60tS1FlpT.html?lid=2EiioDVI1xx.search.18&securityId=ASrqpVodnansa-G1x-Dvzd3aGFEzmpP9kiOij-NDj_zXhTF9PxPCwEG9Zx8vIVS3P9pcfIzrpE9YPE1n9swJakQh9gFhCpyLuAAYuroxnKDQuGYO&sessionId=,https://www.zhipin.com/gongsi/baf08eba6d1b51f81HFy2t27.html,浦东新区
python 后端/算法工程师,杭州,python,本科,1-3年,"[""\u540e\u7aef"", ""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""Python""]","[12000, 24000]",0薪,"[""\u7ee9\u6548\u5956\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1""]",ceo,崔先生,0,硅基未来,"https://img.bosszhipin.com/beijin/upload/com/logo/20230424/7b5b554d84f9729c245f3777b9c4de8671427eb2d5cb5bee58b391685fd61b7d36ae732a06573d02.png?x-oss-process=image/resize,w_100,limit_0",人工智能,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/63dc1009bd3d152f1X1_092_EVZT.html?lid=2EiioDVI1xx.search.19&securityId=mXMYwxEu3n3X3-R1XbfPpuHsmzo0TpS6ZnjUTTc4m_viL5g17Zqi-bgFBr5cUCqe0a5i1OllBe2vanMFebH2BaUXvZa_Nr1vg-SZ-A91YO_ProcDiQE~&sessionId=,https://www.zhipin.com/gongsi/121afc226071be4b1XJ-09-1E1I~.html,西湖区
PYTHON 开发工程师（企业内部系统）,北京,python,本科,经验不限,"[""\u540e\u7aef\u5f00\u53d1"", ""\u5168\u6808\u5f00\u53d1"", ""\u5bb9\u5668\u6280\u672f"", ""Django"", ""Flask"", ""Tornado"", """", """"]","[20000, 40000]",15薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u5e26\u85aa\u5e74\u5047"", ""\u514d\u8d39\u73ed\u8f66"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u6280\u672f\u6c1b\u56f4\u597d"", ""\u4f4f\u623f\u8865\u8d34"", ""\u9910\u8865"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",质量管理/测试,李先生,0,Aibee,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180410/4f0d9f654f5ed0621e3b36005b7a7f46cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[500, 999]",https://www.zhipin.com/job_detail/299f41566784c1131nV43ty5EVtT.html?lid=2EiioDVI1xx.search.20&securityId=pa8VpDNHAdpy0-31cregK4YoKISNlKxJvy7y5rdE2tkgtGHZpzuLwlO_-CV1CVFtg8wsseSXiI3wPHxBbWLkw84hpyaTWBzUwo7FeZXDAU6oF10T&sessionId=,https://www.zhipin.com/gongsi/be81a722c98789f61nN-2ty0GA~~.html,海淀区
Python web 开发工程师,上海,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u5168\u6808\u5f00\u53d1\u7ecf\u9a8c""]","[12000, 16000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u4e94\u9669\u4e00\u91d1"", ""\u591c\u73ed\u8865\u52a9""]",招聘专员,李女士,0,车艺尚,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180403/63ed94d3c0d30498845abaca2ccb793719955329a2e870fbe32d816500951e3a.jpg?x-oss-process=image/resize,w_100,limit_0",汽车后市场,未融资,"[100, 499]",https://www.zhipin.com/job_detail/0a0716448978609d1XJy3dW5EVRW.html?lid=2EiioDVI1xx.search.21&securityId=BLIGxQq3_xR1---1oZpwIYX5muHTaZc4DL2szE34x_tQqUFxRA0lWw-V2tXhq99rsr082qFfqMAxtfI5ZUlnAqLfQgxBhOxokSBJ0_C9zwMnmKtp3g~~&sessionId=,https://www.zhipin.com/gongsi/6be4ce21688d241b1nN709q6GQ~~.html,浦东新区
Python Web 开发工程师,北京,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""Golang"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", """"]","[15000, 25000]",0薪,无,HR,刘女士,0,华医科睿,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗健康,未融资,"[20, 99]",https://www.zhipin.com/job_detail/283a354557e82d951HRz39u_GVNU.html?lid=2EiioDVI1xx.search.22&securityId=nRe5qsBUG3vos-k1IkmYh7y3TYbGHmaqouetPLOlGshCR2VLgbyd2CHuR_74gDS_6gl46TMwUASkmQ3WTeDuL0Mx_sz_b2FurQU2kKsscaMsHh9z4II~&sessionId=,https://www.zhipin.com/gongsi/524ee82b12439b501X1z39W6FVo~.html,海淀区
python web后端开发工程师,深圳,python,本科,1-3年,"[""\u540e\u7aef"", ""Python"", ""Django"", ""Tornado"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """", """"]","[11000, 14000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u793e\u4fdd""]",HR,陈先生,0,蓝因机器人,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201016/a5435b127ae2bf56e2449dd76ee2a7783279738f17c53a381077aab8f20fd6d1_s.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/6388e600de501d1c1XB52NW_E1FT.html?lid=2EiioDVI1xx.search.23&securityId=9LqfAErJkqryr-V1ZVR3U7k7jf7oAU1zfmTVseKjtFnLYl3DQXahBg-cFE8YCci21qMyol0ln1zh9MRv_nk67iE-nQhy3VtQo1Jk4GKf0DaWG63wblm8&sessionId=,https://www.zhipin.com/gongsi/063060142d67242a1nZ539u9EVs~.html,南山区
Python Web开发工程师(J11568),成都,python,本科,3-5年,"[""Python"", ""Django"", ""Tornado"", ""Flask"", ""MongoDB"", ""Redis""]","[12000, 16000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5168\u52e4\u5956"", ""\u901a\u8baf\u8865\u8d34"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e26\u85aa\u5e74\u5047"", ""\u6625\u8282\u5047\u671f"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u80a1\u7968\u671f\u6743"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4ea4\u901a\u8865\u52a9"", ""\u516b\u9669\u4e00\u91d1""]",hrbp,祝女士,0,北京知道创宇,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160503/f1f3e18afd70b6302e37c1faa2cd89a0e48445e0ae1cc9fe8d33dad7b07fbb18.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,C轮,"[1000, 9999]",https://www.zhipin.com/job_detail/cbc90347e7c550691HJ42du_EVtT.html?lid=2EiioDVI1xx.search.24&securityId=u196-ijX7Wvxj-O14GO1aaDO31Kt9oNmC-kpm2qJ_NVNqaKt0K9AK01BmCRLeqX7uuJ7NkMw92yRl2vVeXcw1QKDxbq1Vd6wCxlcsIxqQ95OskkY&sessionId=,https://www.zhipin.com/gongsi/d272aa0ee2b0eaa41XRz09y1.html,武侯区
高薪 python 开发工程师 兼职也可以 没难度,成都,python,学历不限,1-3年,"[""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u4e2d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", """"]","[20000, 30000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0""]",HR,卢女士,0,四川上氏企业管理...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",咨询,未融资,"[20, 99]",https://www.zhipin.com/job_detail/dffa3b5404be07521XV-2tu1FlNU.html?lid=2EiioDVI1xx.search.25&securityId=Wa2a3ryL26zu1-71lQEcRS7X4JIM0zkEFopjcVt0IbSubx1_F5q2YCLw85WGSnybQX2fIIWHnldi78JQUF-FPaKDQbl0WLH5ltxPYV8X9A0pAmbH3Pc~&sessionId=,https://www.zhipin.com/gongsi/9d1938f868228b5c1nF83N-8FFc~.html,武侯区
python 工程师【只面一轮 急岗 近期报道】,杭州,python,本科,1-3年,"[""Python"", ""Pandas"", ""MySQL"", ""MongoDB"", ""Redis"", """", """", """", """"]","[10000, 15000]",13薪,无,人事总监,杨女士,0,大智汇科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240726/7bf6f160950405e945dd2290c113285ecbab969f511b4343b6cf1c9db345f5c50811bbdd85429cc7.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/b62d3218ea8f0de41HF83tq7EVVT.html?lid=2EiioDVI1xx.search.26&securityId=sNTXuJLbkqG00-j1j0MUZPHkYMw4P2lgEfVJlQ1KPdy2YuhMv1cpx2ssC1XXrnFxJz4qK-tdJLLym9BIyZYpWEpUigefEaLUX3C4U2G7-VkLlUO_FLE~&sessionId=,https://www.zhipin.com/gongsi/1ff18344c418ed1a1HJ72NS8ElU~.html,上城区
Python爬虫工程师,深圳,python,本科,3-5年,"[""\u722c\u866b"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""Java"", ""\u722c\u866b\u7ecf\u9a8c"", ""NoSQL"", ""MySQL"", """", """", """"]","[20000, 30000]",13薪,"[""\u7ee9\u6548\u5956\u91d1"", ""\u5168\u52e4\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u4e94\u9669\u4e00\u91d1"", ""\u80a1\u7968\u671f\u6743""]",招聘者,刘先生,0,深圳魔行科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221124/7bf6f160950405e955477a6bfe36f497f904656b399b488625b3566f7db481cd224b71a633738e1a.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/46168c7df2a37ff21HR52ti8GVRW.html?lid=2EiioDVI1xx.search.27&securityId=U5_GPDjzDiozy-V1D_VLi5Q3B-YKKYKZIwmgSkoVaMfWOR6bivE3N1xGgLgx67QYwdrr14ydblx6XUNmmSUXfHDcvMAswcjU9sMxbMvG_OcysOLs8NQ~&sessionId=,https://www.zhipin.com/gongsi/f0f2c9eb3316ef931Xdz09S_GFA~.html,南山区
